,Full Username,Date of Tweet,Number of Replies,Total Engagements,cleaned tweet,sentiment text,sentiment_prob,tags,outlier_merged,merged_label,merged_description
56,@Raaybalaa,2025-03-01,0,0.0,"Tudo ok pra eu brt em regi o dos lagos, agr s ter a chefe ",neutral,0.889056206,OTHERS,-1,Noise,Noise
57,@Tito_Art19,2025-03-01,0,32.0,���LAGOS BRT��� 2025 Photo by me ,neutral,0.921035886,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
58,@kumbiys,2025-03-05,0,0.0,"""PBAT is a CIA asset"" ""BRT means Bola Remi Tinubu"" All BRT buses belong to Tinubu ""Remita is owed by Remi Tinubu"" Alphabetta collects all Lagos state revenue and it belongs to Tinubu, imagine if Tinubu tax reforms goes through Yorubas are Conglomerate of Moronic Wailers.",negative,0.612883449,OTHERS,-1,Noise,Noise
59,@Ninj2Ninja,2025-03-04,0,0.0,Can we talk about how Lagos BRT Bus Drivers are now over-speeding so much and giving passengers high blood pressure without caring? Especially on the Fadeyi to Ikorodu road and back. On several occasions recently passengers literally had to beg the driver to slow down.,negative,0.871227324,"STAFF, DELAY",1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
60,@DanielChibuzo8,2025-03-03,2,25.0,"I don copy all of them boom,abeg OG, wetin Lagos state task force dey find for Eko bridge by 6pm, causing an artificial traffic and making people follow the BRT in order to be arrested up front, the beauty of it all,they park these motors or cars by the brt side and let",neutral,0.462028414,OTHERS,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
61,@OAbimbola_,2025-03-05,0,0.0,"With half of Lagos' population employed, this figure is inaccurate. If 11 million people are employed, Lagos and Lamataonline would ideally need over 244,000 High Capacity buses daily. Also, Nairametrics, the BRT is not under LBSL������",neutral,0.625414193,"LEGAL, SUGGESTION",7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
62,@yomiayy,2025-03-05,0,0.0,Fashola's BRT work just down the drain. I don't see why Lagos cannot have an efficient mass transit network.,negative,0.828488231,"LEGAL, SUGGESTION",7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
63,@_AlliLG,2025-03-06,0,0.0,"Again, well done to Lagos State Government and other performing Govt in the federation that has policies favouring the less privileged. Secondary school students using the BRT buses for free to get to School is always a good sight to behold. followlasg ",positive,0.964175999,"LEGAL, NEWS",11,Vehicle & Driver Behavior (Recklessness & Maintenance),"This topic focuses on the conduct of BRT drivers (e.g., over-speeding, recklessness), the condition of the buses (e.g., poor maintenance, lack of AC), and the safety implications. It also covers incidents involving BRT vehicles hitting pedestrians or other vehicles due to perceived negligence."
64,@DanielChibuzo8,2025-03-03,2,25.0,"I don copy all of them boom,abeg OG, wetin Lagos state task force dey find for Eko bridge by 6pm, causing an artificial traffic and making people follow the BRT in order to be arrested up front, the beauty of it all,they park these motors or cars by the brt side and let",neutral,0.462028414,OTHERS,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
65,@tvcnewsng,2025-03-06,1,8.0,"The Lagos State High Court, sitting at the Tafawa Balewa Square (TBS) annex, has reserved judgment in the trial of a Bus Rapid Transport (BRT) driver. Read more: tvcnews.tv/2025/03/brt-mu. tvcnews lagos HighCourt tbs brt",neutral,0.928645194,LEGAL,2,"Crime, Justice & the Bamise Ayanwola Case","This topic is dominated by court rulings, news reports, and public reactions to the murder of Bamise Ayanwola by a Lagos BRT driver. The discourse centers on justice, accountability, gendered violence, and institutional responsibility within public transport systems. It represents the gravest reputational and moral crisis associated with the Lagos BRT."
66,@AdejumoAbayo...,2025-03-06,0,0.0,Says by someone who plied on a BRT Lane against Lagos Traffic Rules and started shouting I will call the Governor. ,negative,0.686967373,"STAFF, LEGAL",0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
67,@_AlliLG,2025-03-06,0,0.0,"Again, well done to Lagos State Government and other performing Govt in the federation that has policies favouring the less privileged. Secondary school students using the BRT buses for free to get to School is always a good sight to behold. followlasg ",positive,0.964175999,"LEGAL, NEWS",11,Vehicle & Driver Behavior (Recklessness & Maintenance),"This topic focuses on the conduct of BRT drivers (e.g., over-speeding, recklessness), the condition of the buses (e.g., poor maintenance, lack of AC), and the safety implications. It also covers incidents involving BRT vehicles hitting pedestrians or other vehicles due to perceived negligence."
68,@NetworkSchott,2025-03-10,0,0.0,"All this demolished buildings in Lagos that the gobament claims is for brt, what exactly are they digging non stop and putting huge crate inside for . They really working round the clock nonstop with the diggings and laying in of those huge crate yet , no sign of brt.",negative,0.659954846,OTHERS,-1,Noise,Noise
69,@NgoziChukwu,2025-03-10,0,9.0,"Touch and Pay (TAP) Technologies Limited, the fintech company behind Cowry card for Lagos��������� train and Bus Rapid Transit (BRT) systems, has driven a 291% surge in closed loop prepaid cards usag",neutral,0.850641906,NEWS,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
70,@ToyinVisuals,2025-03-08,1,39.0,"Happy International Women's Day 2025! Portrait of Remilekun Ashiru 57, a BRT driver, one of the champions helping to ease transportation problem in Lagos. 'My family have been complaining that I should quit but I begged them to give me more time because I'm enjoying the job",positive,0.944749236,"NEWS, HEALTH",-1,Noise,Noise
71,@busayo9ja,2025-03-07,0,0.0,"There was a time in this lagos,we had an intelligent governor he removed agbero from the street. He cleaned the streets (lawman was very efficient) and he made sure every festive period, people were taken to their destination by BRT buses free of charge!!!!",positive,0.682875812,"LEGAL, NEWS",-1,Noise,Noise
72,@RipplesNG,2025-03-07,0,0.0,"Justice Sherifat Sonaike of the Lagos State High Court sitting in the Tafawa Balewa Square on Friday reserved judgment in the trial of the Bus Rapid Transport (BRT) driver, Andrew Ominikoron, for the alleged murder of his passenger, Bamise Ayanwola.",neutral,0.695921063,LEGAL,2,"Crime, Justice & the Bamise Ayanwola Case","This topic is dominated by court rulings, news reports, and public reactions to the murder of Bamise Ayanwola by a Lagos BRT driver. The discourse centers on justice, accountability, gendered violence, and institutional responsibility within public transport systems. It represents the gravest reputational and moral crisis associated with the Lagos BRT."
73,@mondaynuggets,2025-03-07,0,0.0,"A Lagos State High Court sitting at Tafawa Balewa Square has set May 2, 2025, as the date to deliver judgment in the murder case of 22-year-old fashion designer Oluwabamise Ayanwola, who was allegedly raped and killed by Bus Rapid Transit (BRT) driver.",neutral,0.688670516,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
